15.0,8,429.0,198.0,4341.,10.0,70,"galaxie","ford","ford","other","other"
21.0,6,200.0,85.00,2587.,16.0,70,"maverick","ford","ford","other","other"
10.0,8,360.0,215.0,4615.,14.0,70,"f250","ford","ford","other","other"
25.0,4,98.00,?,2046.,19.0,71,"pinto","ford","ford","other","other"
19.0,6,250.0,88.00,3302.,15.5,71,"torino","ford","ford","other","other"
14.0,8,351.0,153.0,4154.,13.5,71,"galaxie","ford","ford","other","other"
13.0,8,400.0,170.0,4746.,12.0,71,"country","ford","ford","other","other"
18.0,6,250.0,88.00,3139.,14.5,71,"mustang","ford","ford","other","other"
21.0,4,122.0,86.00,2226.,16.5,72,"pinto","ford","ford","other","other"
14.0,8,351.0,153.0,4129.,13.0,72,"galaxie","ford","ford","other","other"
13.0,8,302.0,140.0,4294.,16.0,72,"gran","ford","ford","other","other"
22.0,4,122.0,86.00,2395.,16.0,72,"pinto","ford","ford","other","other"
14.0,8,302.0,137.0,4042.,14.5,73,"gran","ford","ford","other","other"
13.0,8,351.0,158.0,4363.,13.0,73,"ltd","ford","ford","other","other"
18.0,6,250.0,88.00,3021.,16.5,73,"maverick","ford","ford","other","other"
12.0,8,400.0,167.0,4906.,12.5,73,"country","ford","ford","other","other"
19.0,4,122.0,85.00,2310.,18.5,73,"pinto","ford","ford","other","other"
21.0,6,200.0,?,2875.,17.0,74,"maverick","ford","ford","other","other"
26.0,4,122.0,80.00,2451.,16.5,74,"pinto","ford","ford","other","other"
16.0,8,302.0,140.0,4141.,14.0,74,"gran","ford","ford","other","other"
14.0,8,302.0,140.0,4638.,16.0,74,"gran","ford","ford","other","other"
15.0,6,250.0,72.00,3158.,19.5,75,"maverick","ford","ford","other","other"
14.0,8,351.0,148.0,4657.,13.5,75,"ltd","ford","ford","other","other"
13.0,8,302.0,129.0,3169.,12.0,75,"mustang","ford","ford","other","other"
23.0,4,140.0,83.00,2639.,17.0,75,"pinto","ford","ford","other","other"
18.0,6,171.0,97.00,2984.,14.5,75,"pinto","ford","ford","other","other"
14.5,8,351.0,152.0,4215.,12.8,76,"gran","ford","ford","other","other"
24.0,6,200.0,81.00,3012.,17.6,76,"maverick","ford","ford","other","other"
18.0,6,250.0,78.00,3574.,21.0,76,"granada","ford","ford","other","other"
26.5,4,140.0,72.00,2565.,13.6,76,"pinto","ford","ford","other","other"
13.0,8,302.0,130.0,3870.,15.0,76,"f108","ford","ford","other","other"
18.5,6,250.0,98.00,3525.,19.0,77,"granada","ford","ford","other","other"
16.0,8,351.0,149.0,4335.,14.5,77,"thunderbird","ford","ford","other","other"
25.5,4,140.0,89.00,2755.,15.8,77,"mustang","ford","ford","other","other"
36.1,4,98.00,66.00,1800.,14.4,78,"fiesta","ford","ford","other","other"
20.2,6,200.0,85.00,2965.,15.8,78,"fairmont","ford","ford","other","other"
25.1,4,140.0,88.00,2720.,15.4,78,"fairmont","ford","ford","other","other"
18.1,8,302.0,139.0,3205.,11.2,78,"futura","ford","ford","other","other"
22.3,4,140.0,88.00,2890.,17.3,79,"fairmont","ford","ford","other","other"
17.6,8,302.0,129.0,3725.,13.4,79,"ltd","ford","ford","other","other"
15.5,8,351.0,142.0,4054.,14.3,79,"country","ford","ford","other","other"
26.4,4,140.0,88.00,2870.,18.1,80,"fairmont","ford","ford","other","other"
23.6,4,140.0,?,2905.,14.3,80,"mustang","ford","ford","other","other"
34.4,4,98.00,65.00,2045.,16.2,81,"escort","ford","ford","other","other"
29.9,4,98.00,65.00,2380.,20.7,81,"escort","ford","ford","other","other"
20.2,6,200.0,88.00,3060.,17.1,81,"granada","ford","ford","other","other"
24.0,4,140.0,92.00,2865.,16.4,82,"fairmont","ford","ford","other","other"
22.0,6,232.0,112.0,2835,14.7,82,"granada","ford","ford","other","other"
27.0,4,140.0,86.00,2790.,15.6,82,"mustang","ford","ford","other","other"
28.0,4,120.0,79.00,2625.,18.6,82,"ranger","ford","ford","other","other"
26.0,4,96.00,69.00,2189.,18.0,72,"12","renault","renault","other","other"
27.0,4,101.0,83.00,2202.,15.3,76,"12tl","renault","renault","other","other"
36.0,4,79.00,58.00,1825.,18.6,77,"5","renault","renault","other","other"
40.9,4,85.00,?,1835.,17.3,80,"lecar","renault","renault","other","other"
34.5,4,100.0,?,2320.,15.8,81,"18i","renault","renault","other","other"
26.0,4,121.0,113.0,2234.,12.5,70,"2002","bmw","bmw","other","other"
21.5,4,121.0,110.0,2600.,12.8,77,"320i","bmw","bmw","other","other"
14.0,8,455.0,225.0,4425.,10.0,70,"catalina","pontiac","pontiac","other","other"
14.0,8,400.0,175.0,4464.,11.5,71,"catalina","pontiac","pontiac","other","other"
13.0,8,400.0,175.0,5140.,12.0,71,"safari","pontiac","pontiac","other","other"
19.0,6,250.0,100.0,3282.,15.0,71,"firebird","pontiac","pontiac","other","other"
14.0,8,400.0,175.0,4385.,12.0,72,"catalina","pontiac","pontiac","other","other"
16.0,8,400.0,230.0,4278.,9.50,73,"grand","pontiac","pontiac","other","other"
16.0,8,400.0,170.0,4668.,11.5,75,"catalina","pontiac","pontiac","other","other"
23.0,4,140.0,78.00,2592.,18.5,75,"astro","pontiac","pontiac","other","other"
18.5,6,250.0,110.0,3645.,16.2,76,"ventura","pontiac","pontiac","other","other"
16.0,8,400.0,180.0,4220.,11.1,77,"grand","pontiac","pontiac","other","other"
24.5,4,151.0,88.00,2740.,16.0,77,"sunbird","pontiac","pontiac","other","other"
19.2,6,231.0,105.0,3535.,19.2,78,"phoenix","pontiac","pontiac","other","other"
21.5,6,231.0,115.0,3245.,15.4,79,"lemans","pontiac","pontiac","other","other"
33.5,4,151.0,90.00,2556.,13.2,79,"phoenix","pontiac","pontiac","other","other"
31.0,4,112.0,85.00,2575.,16.2,82,"j2000","pontiac","pontiac","other","other"
27.0,4,151.0,90.00,2735.,18.0,82,"phoenix","pontiac","pontiac","other","other"
19.0,3,70.00,97.00,2330.,13.5,72,"rx2","mazda","mazda","other","other"
18.0,3,70.00,90.00,2124.,13.5,73,"rx3","mazda","mazda","other","other"
21.5,3,80.00,110.0,2720.,13.5,77,"rx-4","mazda","mazda","other","other"
32.8,4,78.00,52.00,1985.,19.4,78,"glc","mazda","mazda","other","other"
34.1,4,86.00,65.00,1975.,15.2,79,"glc","mazda","mazda","other","other"
31.3,4,120.0,75.00,2542.,17.5,80,"626","mazda","mazda","other","other"
46.6,4,86.00,65.00,2110.,17.9,80,"glc","mazda","mazda","other","other"
23.7,3,70.00,100.0,2420.,12.5,80,"rx-7","mazda","mazda","other","other"
34.1,4,91.00,68.00,1985.,16.0,81,"glc","mazda","mazda","other","other"
31.6,4,120.0,74.00,2635.,18.3,81,"626","mazda","mazda","other","other"
37.0,4,91.00,68.00,2025.,18.2,82,"glc","mazda","mazda","other","other"
31.0,4,91.00,68.00,1970.,17.6,82,"glc","mazda","mazda","other","other"
24.0,4,107.0,90.00,2430.,14.5,70,"100","audi","other","audi","other"
20.0,4,114.0,91.00,2582.,14.0,73,"100ls","audi","other","audi","other"
29.0,4,98.00,83.00,2219.,16.5,74,"fox","audi","other","audi","other"
23.0,4,115.0,95.00,2694.,15.0,75,"100ls","audi","other","audi","other"
20.3,5,131.0,103.0,2830.,15.9,78,"5000","audi","other","audi","other"
34.3,4,97.00,78.00,2188.,15.8,80,"4000","audi","other","audi","other"
36.4,5,121.0,67.00,2950.,19.9,80,"5000s","audi","other","audi","other"
25.0,4,110.0,87.00,2672.,17.5,70,"504","peugeot","other","peugeot","other"
30.0,4,79.00,70.00,2074.,19.5,71,"304","peugeot","other","peugeot","other"
21.0,4,120.0,87.00,2979.,19.5,72,"504","peugeot","other","peugeot","other"
23.0,4,120.0,88.00,2957.,17.0,75,"504","peugeot","other","peugeot","other"
19.0,4,120.0,88.00,3270.,21.9,76,"504","peugeot","other","peugeot","other"
16.2,6,163.0,133.0,3410.,15.8,78,"604sl","peugeot","other","peugeot","other"
27.2,4,141.0,71.00,3190.,24.8,79,"504","peugeot","other","peugeot","other"
28.1,4,141.0,80.00,3230.,20.4,81,"505s","peugeot","other","peugeot","other"
30.0,4,88.00,76.00,2065.,14.5,71,"124b","fiat","other","fiat","other"
26.0,4,98.00,90.00,2265.,15.5,73,"124","fiat","other","fiat","other"
29.0,4,68.00,49.00,1867.,19.5,73,"128","fiat","other","fiat","other"
24.0,4,90.00,75.00,2108.,15.5,74,"128","fiat","other","fiat","other"
26.0,4,116.0,75.00,2246.,14.0,74,"124","fiat","other","fiat","other"
31.0,4,79.00,67.00,2000.,16.0,74,"x1.9","fiat","other","fiat","other"
28.0,4,107.0,86.00,2464.,15.5,76,"131","fiat","other","fiat","other"
37.3,4,91.00,69.00,2130.,14.7,79,"strada","fiat","other","fiat","other"
25.0,4,104.0,95.00,2375.,17.5,70,"99e","saab","other","saab","other"
24.0,4,121.0,110.0,2660.,14.0,73,"99le","saab","other","saab","other"
25.0,4,121.0,115.0,2671.,13.5,75,"99le","saab","other","saab","other"
21.6,4,121.0,115.0,2795.,15.7,78,"99gle","saab","other","saab","other"
26.0,4,97.00,46.00,1835.,20.5,70,"1131","volkswagen","other","volkswagen","other"
27.0,4,97.00,60.00,1834.,19.0,71,"model","volkswagen","other","volkswagen","other"
23.0,4,97.00,54.00,2254.,23.5,72,"type","volkswagen","other","volkswagen","other"
22.0,4,121.0,76.00,2511.,18.0,72,"411","volkswagen","other","volkswagen","other"
26.0,4,97.00,46.00,1950.,21.0,73,"super","volkswagen","other","volkswagen","other"
26.0,4,79.00,67.00,1963.,15.5,74,"dasher","volkswagen","other","volkswagen","other"
25.0,4,90.00,71.00,2223.,16.5,75,"dasher","volkswagen","other","volkswagen","other"
29.0,4,90.00,70.00,1937.,14.0,75,"rabbit","volkswagen","other","volkswagen","other"
29.5,4,97.00,71.00,1825.,12.2,76,"rabbit","volkswagen","other","volkswagen","other"
29.0,4,97.00,78.00,1940.,14.5,77,"rabbit","volkswagen","other","volkswagen","other"
30.5,4,97.00,78.00,2190.,14.1,77,"dasher","volkswagen","other","volkswagen","other"
43.1,4,90.00,48.00,1985.,21.5,78,"rabbit","volkswagen","other","volkswagen","other"
31.5,4,89.00,71.00,1990.,14.9,78,"scirocco","volkswagen","other","volkswagen","other"
29.8,4,89.00,62.00,1845.,15.3,80,"rabbit","volkswagen","other","volkswagen","other"
33.0,4,105.0,74.00,2190.,14.2,81,"jetta","volkswagen","other","volkswagen","other"
36.0,4,105.0,74.00,1980.,15.3,82,"rabbit","volkswagen","other","volkswagen","other"
15.0,8,383.0,170.0,3563.,10.0,70,"challenger","dodge","other","dodge","other"
11.0,8,318.0,210.0,4382.,13.5,70,"d200","dodge","other","dodge","other"
12.0,8,383.0,180.0,4955.,11.5,71,"monaco","dodge","other","dodge","other"
25.0,4,97.50,80.00,2126.,17.0,72,"colt","dodge","other","dodge","other"
28.0,4,98.00,80.00,2164.,15.0,72,"colt","dodge","other","dodge","other"
15.0,8,318.0,150.0,3777.,12.5,73,"coronet","dodge","other","dodge","other"
15.0,8,318.0,150.0,3399.,11.0,73,"dart","dodge","other","dodge","other"
14.0,8,318.0,150.0,4457.,13.5,74,"coronet","dodge","other","dodge","other"
28.0,4,90.00,75.00,2125.,14.5,74,"colt","dodge","other","dodge","other"
26.0,4,98.00,79.00,2255.,17.7,76,"colt","dodge","other","dodge","other"
16.0,8,318.0,150.0,4190.,13.0,76,"coronet","dodge","other","dodge","other"
20.0,6,225.0,100.0,3651.,17.7,76,"aspen","dodge","other","dodge","other"
13.0,8,318.0,150.0,3755.,14.0,76,"d100","dodge","other","dodge","other"
15.5,8,318.0,145.0,4140.,13.7,77,"monaco","dodge","other","dodge","other"
33.5,4,98.00,83.00,2075.,15.9,77,"colt","dodge","other","dodge","other"
19.4,8,318.0,140.0,3735.,13.2,78,"diplomat","dodge","other","dodge","other"
18.6,6,225.0,110.0,3620.,18.7,78,"aspen","dodge","other","dodge","other"
17.5,8,318.0,140.0,4080.,13.7,78,"magnum","dodge","other","dodge","other"
30.9,4,105.0,75.00,2230.,14.5,78,"omni","dodge","other","dodge","other"
20.6,6,225.0,110.0,3360.,16.6,79,"aspen","dodge","other","dodge","other"
18.2,8,318.0,135.0,3830.,15.2,79,"st.","dodge","other","dodge","other"
35.7,4,98.00,80.00,1915.,14.4,79,"colt","dodge","other","dodge","other"
19.1,6,225.0,90.00,3381.,18.7,80,"aspen","dodge","other","dodge","other"
27.9,4,156.0,105.0,2800.,14.4,80,"colt","dodge","other","dodge","other"
25.8,4,156.0,92.00,2620.,14.4,81,"aries","dodge","other","dodge","other"
29.0,4,135.0,84.00,2525.,16.0,82,"aries","dodge","other","dodge","other"
36.0,4,135.0,84.00,2370.,13.0,82,"charger","dodge","other","dodge","other"
32.0,4,135.0,84.00,2295.,11.6,82,"rampage","dodge","other","dodge","other"
35.0,4,122.0,88.00,2500.,15.1,80,"tr7","triumph","other","triumph","other"
27.0,4,97.00,88.00,2130.,14.5,70,"pl510","datsun","other","datsun","other"
27.0,4,97.00,88.00,2130.,14.5,71,"pl510","datsun","other","datsun","other"
35.0,4,72.00,69.00,1613.,18.0,71,"1200","datsun","other","datsun","other"
28.0,4,97.00,92.00,2288.,17.0,72,"510","datsun","other","datsun","other"
22.0,4,108.0,94.00,2379.,16.5,73,"610","datsun","other","datsun","other"
31.0,4,79.00,67.00,1950.,19.0,74,"b210","datsun","other","datsun","other"
32.0,4,83.00,61.00,2003.,19.0,74,"710","datsun","other","datsun","other"
24.0,4,119.0,97.00,2545.,17.0,75,"710","datsun","other","datsun","other"
32.0,4,85.00,70.00,1990.,17.0,76,"b-210","datsun","other","datsun","other"
33.5,4,85.00,70.00,1945.,16.8,77,"f-10","datsun","other","datsun","other"
22.0,6,146.0,97.00,2815.,14.5,77,"810","datsun","other","datsun","other"
39.4,4,85.00,70.00,2070.,18.6,78,"b210","datsun","other","datsun","other"
27.2,4,119.0,97.00,2300.,14.7,78,"510","datsun","other","datsun","other"
23.9,4,119.0,97.00,2405.,14.9,78,"200-sx","datsun","other","datsun","other"
31.8,4,85.00,65.00,2020.,19.2,79,"210","datsun","other","datsun","other"
37.2,4,86.00,65.00,2019.,16.4,80,"310","datsun","other","datsun","other"
37.0,4,119.0,92.00,2434.,15.0,80,"510","datsun","other","datsun","other"
40.8,4,85.00,65.00,2110.,19.2,80,"210","datsun","other","datsun","other"
32.7,6,168.0,132.0,2910.,11.4,80,"280-zx","datsun","other","datsun","other"
37.0,4,85.00,65.00,1975.,19.4,81,"210","datsun","other","datsun","other"
32.9,4,119.0,100.0,2615.,14.8,81,"200sx","datsun","other","datsun","other"
24.2,6,146.0,120.0,2930.,13.8,81,"810","datsun","other","datsun","other"
38.0,4,91.00,67.00,1995.,16.2,82,"310","datsun","other","datsun","other"
16.5,6,168.0,120.0,3820.,16.7,76,"280s","mercedes-benz","other","mercedes-benz","other"
25.4,5,183.0,77.00,3530.,20.1,79,"300d","mercedes-benz","other","mercedes-benz","other"
30.0,4,146.0,67.00,3250.,21.8,80,"240d","mercedes-benz","other","mercedes-benz","other"
24.0,4,120.0,97.00,2489.,15.0,74,"civic","honda","other","honda","other"
33.0,4,91.00,53.00,1795.,17.5,75,"civic","honda","other","honda","other"
33.0,4,91.00,53.00,1795.,17.4,76,"civic","honda","other","honda","other"
31.5,4,98.00,68.00,2045.,18.5,77,"accord","honda","other","honda","other"
36.1,4,91.00,60.00,1800.,16.4,78,"civic","honda","other","honda","other"
29.5,4,98.00,68.00,2135.,16.6,78,"accord","honda","other","honda","other"
44.6,4,91.00,67.00,1850.,13.8,80,"civic","honda","other","honda","other"
32.4,4,107.0,72.00,2290.,17.0,80,"accord","honda","other","honda","other"
35.1,4,81.00,60.00,1760.,16.1,81,"civic","honda","other","honda","other"
33.7,4,107.0,75.00,2210.,14.4,81,"prelude","honda","other","honda","other"
36.0,4,107.0,75.00,2205.,14.5,82,"accord","honda","other","honda","other"
38.0,4,91.00,67.00,1965.,15.0,82,"civic","honda","other","honda","other"
32.0,4,91.00,67.00,1965.,15.7,82,"civic","honda","other","honda","other"
25.0,4,140.0,92.00,2572.,14.9,76,"ii","capri","other","capri","other"
16.5,8,350.0,180.0,4380.,12.1,76,"seville","cadillac","other","other","cadillac"
23.0,8,350.0,125.0,3900.,17.4,79,"eldorado","cadillac","other","other","cadillac"
12.0,8,350.0,160.0,4456.,13.5,72,"delta","oldsmobile","other","other","oldsmobile"
12.0,8,350.0,180.0,4499.,12.5,73,"vista","oldsmobile","other","other","oldsmobile"
11.0,8,350.0,180.0,3664.,11.0,73,"omega","oldsmobile","other","other","oldsmobile"
17.0,8,260.0,110.0,4060.,19.0,77,"cutlass","oldsmobile","other","other","oldsmobile"
19.9,8,260.0,110.0,3365.,15.5,78,"cutlass","oldsmobile","other","other","oldsmobile"
23.8,4,151.0,85.00,2855.,17.6,78,"starfire","oldsmobile","other","other","oldsmobile"
23.9,8,260.0,90.00,3420.,22.2,79,"cutlass","oldsmobile","other","other","oldsmobile"
26.8,6,173.0,115.0,2700.,12.9,79,"omega","oldsmobile","other","other","oldsmobile"
26.6,8,350.0,105.0,3725.,19.0,81,"cutlass","oldsmobile","other","other","oldsmobile"
38.0,6,262.0,85.00,3015.,17.0,82,"cutlass","oldsmobile","other","other","oldsmobile"
13.0,8,400.0,190.0,4422.,12.5,72,"newport","chrysler","other","other","chrysler"
13.0,8,440.0,215.0,4735.,11.0,73,"new","chrysler","other","other","chrysler"
15.5,8,400.0,190.0,4325.,12.2,77,"cordoba","chrysler","other","other","chrysler"
18.5,8,360.0,150.0,3940.,13.0,79,"lebaron","chrysler","other","other","chrysler"
17.6,6,225.0,85.00,3465.,16.6,81,"lebaron","chrysler","other","other","chrysler"
26.0,4,156.0,92.00,2585.,14.5,82,"lebaron","chrysler","other","other","chrysler"
18.0,8,307.0,130.0,3504.,12.0,70,"chevelle","chevrolet","other","other","chevrolet"
14.0,8,454.0,220.0,4354.,9.0,70,"impala","chevrolet","other","other","chevrolet"
15.0,8,400.0,150.0,3761.,9.5,70,"monte","chevrolet","other","other","chevrolet"
28.0,4,140.0,90.00,2264.,15.5,71,"vega","chevrolet","other","other","chevrolet"
17.0,6,250.0,100.0,3329.,15.5,71,"chevelle","chevrolet","other","other","chevrolet"
14.0,8,350.0,165.0,4209.,12.0,71,"impala","chevrolet","other","other","chevrolet"
22.0,4,140.0,72.00,2408.,19.0,71,"vega","chevrolet","other","other","chevrolet"
20.0,4,140.0,90.00,2408.,19.5,72,"vega","chevrolet","other","other","chevrolet"
13.0,8,350.0,165.0,4274.,12.0,72,"impala","chevrolet","other","other","chevrolet"
13.0,8,307.0,130.0,4098.,14.0,72,"chevelle","chevrolet","other","other","chevrolet"
13.0,8,350.0,145.0,3988.,13.0,73,"malibu","chevrolet","other","other","chevrolet"
13.0,8,400.0,150.0,4464.,12.0,73,"caprice","chevrolet","other","other","chevrolet"
16.0,6,250.0,100.0,3278.,18.0,73,"nova","chevrolet","other","other","chevrolet"
11.0,8,400.0,150.0,4997.,14.0,73,"impala","chevrolet","other","other","chevrolet"
21.0,4,140.0,72.00,2401.,19.5,73,"vega","chevrolet","other","other","chevrolet"
15.0,8,350.0,145.0,4082.,13.0,73,"monte","chevrolet","other","other","chevrolet"
15.0,6,250.0,100.0,3336.,17.0,74,"nova","chevrolet","other","other","chevrolet"
25.0,4,140.0,75.00,2542.,17.0,74,"vega","chevrolet","other","other","chevrolet"
16.0,6,250.0,100.0,3781.,17.0,74,"chevelle","chevrolet","other","other","chevrolet"
18.0,6,250.0,105.0,3459.,16.0,75,"nova","chevrolet","other","other","chevrolet"
15.0,8,350.0,145.0,4440.,14.0,75,"bel","chevrolet","other","other","chevrolet"
16.0,6,250.0,105.0,3897.,18.5,75,"chevelle","chevrolet","other","other","chevrolet"
20.0,8,262.0,110.0,3221.,13.5,75,"monza","chevrolet","other","other","chevrolet"
17.5,8,305.0,140.0,4215.,13.0,76,"chevelle","chevrolet","other","other","chevrolet"
22.0,6,250.0,105.0,3353.,14.5,76,"nova","chevrolet","other","other","chevrolet"
29.0,4,85.00,52.00,2035.,22.2,76,"chevette","chevrolet","other","other","chevrolet"
24.5,4,98.00,60.00,2164.,22.1,76,"woody","chevrolet","other","other","chevrolet"
17.5,8,305.0,145.0,3880.,12.5,77,"caprice","chevrolet","other","other","chevrolet"
17.5,6,250.0,110.0,3520.,16.4,77,"concours","chevrolet","other","other","chevrolet"
15.5,8,350.0,170.0,4165.,11.4,77,"monte","chevrolet","other","other","chevrolet"
30.5,4,98.00,63.00,2051.,17.0,77,"chevette","chevrolet","other","other","chevrolet"
20.5,6,200.0,95.00,3155.,18.2,78,"malibu","chevrolet","other","other","chevrolet"
19.2,8,305.0,145.0,3425.,13.2,78,"monte","chevrolet","other","other","chevrolet"
30.0,4,98.00,68.00,2155.,16.5,78,"chevette","chevrolet","other","other","chevrolet"
17.0,8,305.0,130.0,3840.,15.4,79,"caprice","chevrolet","other","other","chevrolet"
19.2,8,267.0,125.0,3605.,15.0,79,"malibu","chevrolet","other","other","chevrolet"
28.8,6,173.0,115.0,2595.,11.3,79,"citation","chevrolet","other","other","chevrolet"
32.1,4,98.00,70.00,2120.,15.5,80,"chevette","chevrolet","other","other","chevrolet"
28.0,4,151.0,90.00,2678.,16.5,80,"citation","chevrolet","other","other","chevrolet"
23.5,6,173.0,110.0,2725.,12.6,81,"citation","chevrolet","other","other","chevrolet"
28.0,4,112.0,88.00,2605.,19.6,82,"cavalier","chevrolet","other","other","chevrolet"
27.0,4,112.0,88.00,2640.,18.6,82,"cavalier","chevrolet","other","other","chevrolet"
34.0,4,112.0,88.00,2395.,18.0,82,"cavalier","chevrolet","other","other","chevrolet"
27.0,4,151.0,90.00,2950.,17.3,82,"camaro","chevrolet","other","other","chevrolet"
16.0,8,304.0,150.0,3433.,12.0,70,"rebel","amc","other","other","amc"
15.0,8,390.0,190.0,3850.,8.5,70,"ambassador","amc","other","other","amc"
18.0,6,199.0,97.00,2774.,15.5,70,"hornet","amc","other","other","amc"
21.0,6,199.0,90.00,2648.,15.0,70,"gremlin","amc","other","other","amc"
19.0,6,232.0,100.0,2634.,13.0,71,"gremlin","amc","other","other","amc"
18.0,6,232.0,100.0,3288.,15.5,71,"matador","amc","other","other","amc"
18.0,6,258.0,110.0,2962.,13.5,71,"hornet","amc","other","other","amc"
17.0,8,304.0,150.0,3672.,11.5,72,"ambassador","amc","other","other","amc"
15.0,8,304.0,150.0,3892.,12.5,72,"matador","amc","other","other","amc"
14.0,8,304.0,150.0,3672.,11.5,73,"matador","amc","other","other","amc"
13.0,8,360.0,175.0,3821.,11.0,73,"ambassador","amc","other","other","amc"
18.0,6,232.0,100.0,2945.,16.0,73,"hornet","amc","other","other","amc"
18.0,6,232.0,100.0,2789.,15.0,73,"gremlin","amc","other","other","amc"
19.0,6,232.0,100.0,2901.,16.0,74,"hornet","amc","other","other","amc"
16.0,6,258.0,110.0,3632.,18.0,74,"matador","amc","other","other","amc"
14.0,8,304.0,150.0,4257.,15.5,74,"matador","amc","other","other","amc"
15.0,6,258.0,110.0,3730.,19.0,75,"matador","amc","other","other","amc"
20.0,6,232.0,100.0,2914.,16.0,75,"gremlin","amc","other","other","amc"
19.0,6,232.0,90.00,3211.,17.0,75,"pacer","amc","other","other","amc"
15.5,8,304.0,120.0,3962.,13.9,76,"matador","amc","other","other","amc"
22.5,6,232.0,90.00,3085.,17.6,76,"hornet","amc","other","other","amc"
17.5,6,258.0,95.00,3193.,17.8,76,"pacer","amc","other","other","amc"
19.4,6,232.0,90.00,3210.,17.2,78,"concord","amc","other","other","amc"
18.1,6,258.0,120.0,3410.,15.1,78,"concord","amc","other","other","amc"
20.2,6,232.0,90.00,3265.,18.2,79,"concord","amc","other","other","amc"
27.4,4,121.0,80.00,2670.,15.0,79,"spirit","amc","other","other","amc"
24.3,4,151.0,90.00,3003.,20.1,80,"concord","amc","other","other","amc"
23.0,4,151.0,?,3035.,20.5,82,"concord","amc","other","other","amc"
26.0,4,108.0,93.00,2391.,15.5,74,"NA","subaru","other","other","subaru"
30.0,4,97.00,67.00,1985.,16.4,77,"dl","subaru","other","other","subaru"
33.8,4,97.00,67.00,2145.,18.0,80,"dl","subaru","other","other","subaru"
32.3,4,97.00,67.00,2065.,17.8,81,"NA","subaru","other","other","subaru"
18.0,8,318.0,150.0,3436.,11.0,70,"satellite","plymouth","other","other","plymouth"
14.0,8,440.0,215.0,4312.,8.5,70,"fury","plymouth","other","other","plymouth"
14.0,8,340.0,160.0,3609.,8.0,70,"'cuda","plymouth","other","other","plymouth"
22.0,6,198.0,95.00,2833.,15.5,70,"duster","plymouth","other","other","plymouth"
